Sensitive_Strain	Supernatant	Concentration	Tech_repl	Biol_repl	Plate_number	control	AUC	normAUC	fConcentration
S. parasanguinis	B. vulgatus pSG70#2	5	tech1	biol2	plate11	FALSE	4.974326862867878	0.29850259835127	5
S. parasanguinis	B. vulgatus pSG70#2	5	tech1	biol3	plate8	FALSE	4.045084533500313	0.2632470194106271	5
S. parasanguinis	B. vulgatus pSG70#2	5	tech2	biol1	plate11	FALSE	4.608641202254227	0.27776047637122064	5
S. parasanguinis	B. vulgatus pSG70#2	5	tech2	biol2	plate11	FALSE	5.124608641202255	0.30752080373952595	5
S. parasanguinis	B. vulgatus pSG70#2	5	tech2	biol3	plate8	FALSE	3.854727614276769	0.2508589243795388	5
S. parasanguinis	B. vulgatus pSG70#2	10	tech1	biol1	plate11	FALSE	2.3694427050720104	0.14280511448216018	10
S. parasanguinis	B. vulgatus pSG70#2	10	tech1	biol2	plate11	FALSE	3.772072636192862	0.22635695524522287	10
S. parasanguinis	B. vulgatus pSG70#2	10	tech1	biol3	plate8	FALSE	2.2066374452097683	0.14360410161037923	10
S. parasanguinis	B. vulgatus pSG70#2	10	tech2	biol1	plate11	FALSE	2.181590482154039	0.1314833559344202	10
S. parasanguinis	B. vulgatus pSG70#2	10	tech2	biol2	plate11	FALSE	3.8772698810269257	0.232669699017002	10
S. parasanguinis	B. vulgatus pSG70#2	10	tech2	biol3	plate8	FALSE	1.4251721978710084	0.09274771148275346	10
S. parasanguinis	MGAM	0	tech2	biol1	plate9	TRUE	17.912195121951218	1.0795589484149588	0
S. parasanguinis	MGAM	5	tech1	biol1	plate9	FALSE	3.1056910569105685	0.18717843059845415	5
S. parasanguinis	MGAM	5	tech1	biol2	plate9	FALSE	5.892682926829267	0.35361189833524276	5
S. parasanguinis	MGAM	5	tech2	biol2	plate9	FALSE	6.211382113821138	0.3727366036535948	5
S. parasanguinis	MGAM	5	tech2	biol3	plate6	FALSE	3.3886178861788614	0.2205253193278058	5
S. parasanguinis	MGAM	10	tech1	biol1	plate9	FALSE	2.23739837398374	0.1348468693735461	10
S. parasanguinis	MGAM	10	tech1	biol2	plate9	FALSE	3.0178861788617883	0.18109925036153715	10
S. parasanguinis	MGAM	10	tech1	biol3	plate6	FALSE	1.7365853658536583	0.11301393524092927	10
S. parasanguinis	MGAM	10	tech2	biol3	plate6	FALSE	4.045528455284553	0.26327590906313864	10
S. salivarius	B. vulgatus	5	tech1	biol1	plate7	FALSE	0.812583668005355	0.047468714435902934	5
S. salivarius	B. vulgatus	5	tech1	biol2	plate7	FALSE	3.2275769745649265	0.18577711918710774	5
S. salivarius	B. vulgatus	5	tech1	biol3	plate4	FALSE	1.5006693440428385	0.10827715592520347	5
S. salivarius	B. vulgatus	5	tech2	biol1	plate7	FALSE	0.22891566265060262	0.013372570294134115	5
S. salivarius	B. vulgatus	5	tech2	biol2	plate7	FALSE	1.6572958500669344	0.09539281358508475	5
S. salivarius	B. vulgatus	5	tech2	biol3	plate4	FALSE	0.19143239625167352	0.013812340140324801	5
S. salivarius	B. vulgatus	10	tech1	biol1	plate7	FALSE	0.46854082998661356	0.02737075791197041	10
S. salivarius	B. vulgatus	10	tech1	biol2	plate7	FALSE	1.9531459170013388	0.11242174072749489	10
S. salivarius	B. vulgatus	10	tech1	biol3	plate4	FALSE	0.92904953145917	0.06703331508661123	10
S. salivarius	B. vulgatus	10	tech2	biol1	plate7	FALSE	0.22356091030789849	0.013059761632283026	10
S. salivarius	B. vulgatus	10	tech2	biol2	plate7	FALSE	2.2530120481927716	0.12968182977681558	10
S. salivarius	B. vulgatus	10	tech2	biol3	plate4	FALSE	0.05087014725568947	0.0036704120652611364	10
S. salivarius	B. vulgatus pempty	0	tech1	biol1	plate7	TRUE	17.09981515711645	0.9989202030018357	0
S. salivarius	B. vulgatus pempty	0	tech1	biol2	plate7	TRUE	17.417744916820702	1.0025534631343762	0
S. salivarius	B. vulgatus pempty	0	tech1	biol3	plate4	TRUE	13.800369685767098	0.9957321952520671	0
S. salivarius	B. vulgatus pempty	0	tech2	biol1	plate7	TRUE	17.136783733826245	1.0010797969981644	0
S. salivarius	B. vulgatus pempty	0	tech2	biol2	plate7	TRUE	17.32902033271719	0.9974465368656241	0
S. salivarius	B. vulgatus pempty	0	tech2	biol3	plate4	TRUE	13.918669131238447	1.0042678047479328	0
S. salivarius	B. vulgatus pempty	5	tech1	biol1	plate8	FALSE	-6.505213034913027e-19	-3.800151443567593e-20	5
S. salivarius	B. vulgatus pempty	5	tech1	biol2	plate8	FALSE	2.6487985212569316	0.1524630279817002	5
S. salivarius	B. vulgatus pempty	5	tech2	biol1	plate8	FALSE	-0.2828096118299448	-0.016520894071914496	5
S. salivarius	B. vulgatus pempty	5	tech2	biol2	plate8	FALSE	2.785582255083179	0.1603362059793595	5
S. salivarius	B. vulgatus pempty	5	tech2	biol3	plate5	FALSE	1.3937153419593344	0.10056014937316617	5
S. salivarius	B. vulgatus pempty	10	tech1	biol1	plate8	FALSE	-0.3123844731977821	-0.018248569268977447	10
S. salivarius	B. vulgatus pempty	10	tech1	biol2	plate8	FALSE	1.2772643253234754	0.07351845941057562	10
S. salivarius	B. vulgatus pempty	10	tech2	biol1	plate8	FALSE	-0.46025878003696885	-0.02688694525429221	10
S. salivarius	B. vulgatus pempty	10	tech2	biol2	plate8	FALSE	-0.4232902033271716	-0.02436429407383763	10
S. salivarius	B. vulgatus pempty	10	tech2	biol3	plate5	FALSE	-0.003696857670979669	-2.6673779674579897e-4	10
S. salivarius	B. vulgatus pSG62#2	5	tech1	biol2	plate8	FALSE	6.409090909090909	0.3689028813510142	5
S. salivarius	B. vulgatus pSG62#2	5	tech1	biol3	plate5	FALSE	4.928571428571428	0.3556091148115687	5
S. salivarius	B. vulgatus pSG62#2	5	tech2	biol2	plate8	FALSE	6.7435064935064934	0.38815161325534775	5
S. salivarius	B. vulgatus pSG62#2	5	tech2	biol3	plate5	FALSE	5.474025974025974	0.3949650642768807	5
S. salivarius	B. vulgatus pSG62#2	10	tech1	biol1	plate8	FALSE	1.0795454545454546	0.06306382581892787	10
S. salivarius	B. vulgatus pSG62#2	10	tech1	biol2	plate8	FALSE	1.8457792207792207	0.10624178725838479	10
S. salivarius	B. vulgatus pSG62#2	10	tech1	biol3	plate5	FALSE	0.18019480519480535	0.01300151901979057	10
S. salivarius	B. vulgatus pSG62#2	10	tech2	biol1	plate8	FALSE	1.0892857142857142	0.06363282274360992	10
S. salivarius	B. vulgatus pSG62#2	10	tech2	biol2	plate8	FALSE	2.1363636363636362	0.12296762711700472	10
S. salivarius	B. vulgatus pSG62#2	10	tech2	biol3	plate5	FALSE	0.31655844155844187	0.02284050638611857	10
S. salivarius	B. vulgatus pSG67#2	10	tech1	biol1	plate8	FALSE	6.510913500404203	0.38034814854968946	10
S. salivarius	B. vulgatus pSG67#2	10	tech1	biol2	plate8	FALSE	4.227970897332255	0.24335910793241305	10
S. salivarius	B. vulgatus pSG67#2	10	tech2	biol1	plate8	FALSE	6.365400161681487	0.37184769328038925	10
S. salivarius	B. vulgatus pSG67#2	10	tech2	biol2	plate8	FALSE	3.9094583670169767	0.22502574492565003	10
S. salivarius	B. vulgatus pSG70#2	5	tech1	biol1	plate8	FALSE	2.3620823620823623	0.1379858069200473	5
S. salivarius	B. vulgatus pSG70#2	5	tech1	biol2	plate8	FALSE	2.41958041958042	0.13926939110469277	5
S. salivarius	B. vulgatus pSG70#2	5	tech1	biol3	plate5	FALSE	0.697746697746698	0.050344220256196795	5
S. salivarius	B. vulgatus pSG70#2	5	tech2	biol1	plate8	FALSE	2.777000777000777	0.1622241032671872	5
S. salivarius	B. vulgatus pSG70#2	5	tech2	biol2	plate8	FALSE	2.7583527583527587	0.15876889480464335	5
S. salivarius	B. vulgatus pSG70#2	5	tech2	biol3	plate5	FALSE	1.056721056721057	0.07624514426328245	5
S. salivarius	B. vulgatus pSG70#2	10	tech1	biol1	plate8	FALSE	0.11344211344211337	0.006626949937607531	10
S. salivarius	B. vulgatus pSG70#2	10	tech1	biol2	plate8	FALSE	1.3022533022533027	0.0749568078007274	10
S. salivarius	B. vulgatus pSG70#2	10	tech1	biol3	plate5	FALSE	2.163170163170163	0.15607829531542522	10
S. salivarius	B. vulgatus pSG70#2	10	tech2	biol1	plate8	FALSE	0.519036519036519	0.030320565467957764	10
S. salivarius	B. vulgatus pSG70#2	10	tech2	biol2	plate8	FALSE	1.4312354312354318	0.08238093076905721	10
S. salivarius	B. vulgatus pSG70#2	10	tech2	biol3	plate5	FALSE	0.36052836052836085	0.02601304921923756	10
S. salivarius	MGAM	5	tech1	biol2	plate6	FALSE	1.1912087912087914	0.06856516183040284	5
S. salivarius	MGAM	5	tech1	biol3	plate3	FALSE	-0.22417582417582435	-0.01617486274728207	5
S. salivarius	MGAM	5	tech2	biol2	plate6	FALSE	-0.4835164835164837	-0.027830877495735474	5
S. salivarius	MGAM	10	tech1	biol1	plate6	FALSE	-0.7868131868131862	-0.04596327978252174	10
S. salivarius	MGAM	10	tech1	biol3	plate3	FALSE	-0.4439560439560443	-0.032032571323048806	10
S. salivarius	MGAM	10	tech2	biol3	plate3	FALSE	-0.33846153846153876	-0.024420871206680777	10
